#name (cmd = mergePeaks -d 150 Elba1_ChIPnexus_sumit_q10.bed Elba2_ChIPnexus_sumit_q5.bed Elba3_ChIPnexus_sumit_q10.bed Insv_ChIPnexus_sumit_q10.bed -venn chipseq_150_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	Elba1_ChIPnexus_sumit_q10.bed	Elba2_ChIPnexus_sumit_q5.bed	Elba3_ChIPnexus_sumit_q10.bed	Insv_ChIPnexus_sumit_q10.bed
Merged-chr3L-16735791-3	chr3L	16735706	16735876	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_1787	Elba3_ChIPnexus_peak_7557	Insv_ChIPnexus_peak_7659
Merged-chr3L-19288042-3	chr3L	19287917	19288146	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_1851	Elba3_ChIPnexus_peak_7824b	Insv_ChIPnexus_peak_7969e
Merged-chr3L-19680635-4	chr3L	19680498	19680740	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	4		Elba2_ChIPnexus_peak_1863	Elba3_ChIPnexus_peak_7863b	Insv_ChIPnexus_peak_8010a,Insv_ChIPnexus_peak_8010b
Merged-chr3L-19778135-4	chr3L	19778033	19778237	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	4		Elba2_ChIPnexus_peak_1864	Elba3_ChIPnexus_peak_7866a,Elba3_ChIPnexus_peak_7866b	Insv_ChIPnexus_peak_8011
Merged-chr3L-19865192-3	chr3L	19865114	19865272	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_1869	Elba3_ChIPnexus_peak_7887	Insv_ChIPnexus_peak_8036b
Merged-chr3L-19901378-3	chr3L	19901268	19901476	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_1871	Elba3_ChIPnexus_peak_7895	Insv_ChIPnexus_peak_8046b
Merged-chr2L-5270778-3	chr2L	5270702	5270856	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_122	Elba3_ChIPnexus_peak_598a	Insv_ChIPnexus_peak_601c
Merged-chr2L-6076322-3	chr2L	6076246	6076398	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_150	Elba3_ChIPnexus_peak_704b	Insv_ChIPnexus_peak_719a
Merged-chr2L-6091311-3	chr2L	6091172	6091419	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_153	Elba3_ChIPnexus_peak_710b	Insv_ChIPnexus_peak_724b
Merged-chr2L-6337852-3	chr2L	6337767	6337942	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_159	Elba3_ChIPnexus_peak_732	Insv_ChIPnexus_peak_744
Merged-chr2L-6480927-4	chr2L	6480817	6481039	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	4		Elba2_ChIPnexus_peak_164	Elba3_ChIPnexus_peak_752	Insv_ChIPnexus_peak_768a,Insv_ChIPnexus_peak_768b
Merged-chr2L-6684817-3	chr2L	6684740	6684894	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_176	Elba3_ChIPnexus_peak_783	Insv_ChIPnexus_peak_797
Merged-chr3L-20942688-4	chr3L	20942509	20942802	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	4		Elba2_ChIPnexus_peak_1922	Elba3_ChIPnexus_peak_8079	Insv_ChIPnexus_peak_8214a,Insv_ChIPnexus_peak_8214b
Merged-chr3L-21195303-3	chr3L	21195220	21195389	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_1933	Elba3_ChIPnexus_peak_8121	Insv_ChIPnexus_peak_8257b
Merged-chr3L-21261100-3	chr3L	21261000	21261208	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_1935	Elba3_ChIPnexus_peak_8126a	Insv_ChIPnexus_peak_8263c
Merged-chr2L-9117632-3	chr2L	9117537	9117734	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_250	Elba3_ChIPnexus_peak_1130	Insv_ChIPnexus_peak_1163
Merged-chr2L-11808082-3	chr2L	11807988	11808186	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_336	Elba3_ChIPnexus_peak_1504	Insv_ChIPnexus_peak_1528
Merged-chr2L-15306987-3	chr2L	15306898	15307084	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_414	Elba3_ChIPnexus_peak_1859	Insv_ChIPnexus_peak_1902d
Merged-chr2L-16269324-4	chr2L	16269215	16269441	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	4		Elba2_ChIPnexus_peak_432	Elba3_ChIPnexus_peak_1942c,Elba3_ChIPnexus_peak_1942d	Insv_ChIPnexus_peak_1982g
Merged-chr2L-16817584-3	chr2L	16817487	16817690	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_455	Elba3_ChIPnexus_peak_2036	Insv_ChIPnexus_peak_2089i
Merged-chrX-3614978-4	chrX	3614871	3615102	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	4		Elba2_ChIPnexus_peak_3019	Elba3_ChIPnexus_peak_12664c,Elba3_ChIPnexus_peak_12664d	Insv_ChIPnexus_peak_12805c
Merged-chrX-7004329-3	chrX	7004248	7004408	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_3077	Elba3_ChIPnexus_peak_13026	Insv_ChIPnexus_peak_13177
Merged-chr2L-19817258-4	chr2L	19817128	19817425	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	4		Elba2_ChIPnexus_peak_523	Elba3_ChIPnexus_peak_2365	Insv_ChIPnexus_peak_2405a,Insv_ChIPnexus_peak_2405b
Merged-chr2L-20148514-4	chr2L	20148416	20148635	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	4		Elba2_ChIPnexus_peak_534	Elba3_ChIPnexus_peak_2410	Insv_ChIPnexus_peak_2453a,Insv_ChIPnexus_peak_2453b
Merged-chr2L-20310735-3	chr2L	20310635	20310826	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_538	Elba3_ChIPnexus_peak_2420	Insv_ChIPnexus_peak_2478
Merged-chr2L-21238508-3	chr2L	21238393	21238604	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_571	Elba3_ChIPnexus_peak_2536b	Insv_ChIPnexus_peak_2598e
Merged-chr2L-21992373-3	chr2L	21992295	21992452	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_595	Elba3_ChIPnexus_peak_2635	Insv_ChIPnexus_peak_2688
Merged-chrX-8137380-3	chrX	8137288	8137473	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_3118	Elba3_ChIPnexus_peak_13171	Insv_ChIPnexus_peak_13340b
Merged-chrX-9004358-3	chrX	9004271	9004459	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_3131	Elba3_ChIPnexus_peak_13257	Insv_ChIPnexus_peak_13434b
Merged-chrX-9528474-4	chrX	9528361	9528565	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	4		Elba2_ChIPnexus_peak_3143	Elba3_ChIPnexus_peak_13321a,Elba3_ChIPnexus_peak_13321b	Insv_ChIPnexus_peak_13512a
Merged-chrX-11263471-3	chrX	11263384	11263569	+	0.000000	Elba2_ChIPnexus_sumit_q5.bed|Elba3_ChIPnexus_sumit_q10.bed|Insv_ChIPnexus_sumit_q10.bed	3		Elba2_ChIPnexus_peak_3182	Elba3_ChIPnexus_peak_13488a	Insv_ChIPnexus_peak_13674a
Merged-chrX-21913657-1	chrX	21913582	21913732	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_9443			
Merged-chr2R-7491443-1	chr2R	7491368	7491518	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_2380b			
Merged-chr3L-23064783-1	chr3L	23064708	23064858	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_5404			
Merged-chr3LHet-831112-1	chr3LHet	831037	831187	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_5492			
Merged-chr2L-9775744-1	chr2L	9775669	9775819	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_748			
Merged-chr2L-19598416-1	chr2L	19598341	19598491	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_1526			
Merged-chrU-10021702-1	chrU	10021627	10021777	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8061			
Merged-chr2L-10334516-1	chr2L	10334441	10334591	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_820			
Merged-chr2L-10999907-1	chr2L	10999832	10999982	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_878			
Merged-chr3R-18492815-1	chr3R	18492740	18492890	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7034c			
Merged-chr2R-5964687-1	chr2R	5964612	5964762	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_2240b			
Merged-chr2R-20435769-1	chr2R	20435694	20435844	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3445b			
Merged-chr2L-5921013-1	chr2L	5920938	5921088	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_403a			
Merged-chr2L-21595417-1	chr2L	21595342	21595492	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_1687			
Merged-chrX-1774387-1	chrX	1774312	1774462	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8170			
Merged-chr2L-11446748-1	chr2L	11446673	11446823	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_916			
Merged-chrX-2042936-1	chrX	2042861	2043011	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8190			
Merged-chr2L-11844672-1	chr2L	11844597	11844747	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_936			
Merged-chr2L-12172444-1	chr2L	12172369	12172519	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_967			
Merged-chr2L-12444897-1	chr2L	12444822	12444972	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_979			
Merged-chr3L-7603443-1	chr3L	7603368	7603518	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4110			
Merged-chr3R-1609521-1	chr3R	1609446	1609596	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_5726			
Merged-chr3R-1911531-1	chr3R	1911456	1911606	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_5749			
Merged-chr3R-2203229-1	chr3R	2203154	2203304	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_5769			
Merged-chr3L-8532411-1	chr3L	8532336	8532486	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4186			
Merged-chr2L-22450668-1	chr2L	22450593	22450743	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_1765			
Merged-chr2L-22528788-1	chr2L	22528713	22528863	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_1767			
Merged-chr3L-17038248-1	chr3L	17038173	17038323	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4900b			
Merged-chrX-2904201-1	chrX	2904126	2904276	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8245			
Merged-chr3L-9031663-1	chr3L	9031588	9031738	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4228			
Merged-chr3L-9215708-1	chr3L	9215633	9215783	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4237			
Merged-chr3R-3009151-1	chr3R	3009076	3009226	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_5857			
Merged-chr2R-978199-1	chr2R	978124	978274	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_1834			
Merged-chrX-4588377-1	chrX	4588302	4588452	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8338			
Merged-chr3R-4488817-1	chr3R	4488742	4488892	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_5955			
Merged-chr3L-7649068-1	chr3L	7648993	7649143	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4116b			
Merged-chrX-5924859-1	chrX	5924784	5924934	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8407			
Merged-chrX-6162785-1	chrX	6162710	6162860	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8422			
Merged-chr3R-3834407-1	chr3R	3834332	3834482	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_5895a			
Merged-chr2RHet-200398-1	chr2RHet	200323	200473	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3495b			
Merged-chr3L-12766564-1	chr3L	12766489	12766639	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4513			
Merged-chr3L-13986022-1	chr3L	13985947	13986097	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4595			
Merged-chr3L-13987811-1	chr3L	13987736	13987886	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4596			
Merged-chrX-8797220-1	chrX	8797145	8797295	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8609			
Merged-chrX-9001312-1	chrX	9001237	9001387	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8620			
Merged-chr3R-18303439-1	chr3R	18303364	18303514	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7023			
Merged-chrX-9123128-1	chrX	9123053	9123203	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8636			
Merged-chr3R-19082119-1	chr3R	19082044	19082194	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7070			
Merged-chr3L-14621028-1	chr3L	14620953	14621103	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4668			
Merged-chr2R-15414934-1	chr2R	15414859	15415009	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3060			
Merged-chr3L-14631143-1	chr3L	14631068	14631218	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4672			
Merged-chrX-10659953-1	chrX	10659878	10660028	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8720			
Merged-chr3R-20469204-1	chr3R	20469129	20469279	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7186			
Merged-chrX-11574558-1	chrX	11574483	11574633	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8790			
Merged-chr3L-15106178-1	chr3L	15106103	15106253	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4715			
Merged-chr3L-15209305-1	chr3L	15209230	15209380	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4727			
Merged-chr2L-106776-1	chr2L	106701	106851	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_12			
Merged-chr2L-1144704-1	chr2L	1144629	1144779	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_78			
Merged-chr3R-20752758-1	chr3R	20752683	20752833	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7218			
Merged-chrX-12660251-1	chrX	12660176	12660326	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8868			
Merged-chr3L-16365074-1	chr3L	16364999	16365149	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4830			
Merged-chrX-14699061-1	chrX	14698986	14699136	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8979			
Merged-chrX-14859437-1	chrX	14859362	14859512	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_8988			
Merged-chr3L-17929468-1	chr3L	17929393	17929543	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4954			
Merged-chr3L-18445433-1	chr3L	18445358	18445508	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_4999			
Merged-chr3R-23795713-1	chr3R	23795638	23795788	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7428			
Merged-chr3R-24094375-1	chr3R	24094300	24094450	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7433			
Merged-chr3R-24655663-1	chr3R	24655588	24655738	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7460			
Merged-chr2R-20227889-1	chr2R	20227814	20227964	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3433			
Merged-chr2R-20278104-1	chr2R	20278029	20278179	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3438			
Merged-chr2R-20997509-1	chr2R	20997434	20997584	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3488			
Merged-chr3L-153410-1	chr3L	153335	153485	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3586			
Merged-chr3R-26335472-1	chr3R	26335397	26335547	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7607			
Merged-chr3R-26354690-1	chr3R	26354615	26354765	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7608			
Merged-chr3L-376683-1	chr3L	376608	376758	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3609			
Merged-chr3L-678120-1	chr3L	678045	678195	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3637			
Merged-chr3L-695236-1	chr3L	695161	695311	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3643			
Merged-chr3L-1377718-1	chr3L	1377643	1377793	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3698			
Merged-chr3RHet-2446047-1	chr3RHet	2445972	2446122	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7758			
Merged-chr3R-6666669-1	chr3R	6666594	6666744	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6155			
Merged-chr3R-7076415-1	chr3R	7076340	7076490	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6173			
Merged-chr2R-1960409-1	chr2R	1960334	1960484	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_1903c			
Merged-chr3L-1412916-1	chr3L	1412841	1412991	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3700			
Merged-chr2R-4787046-1	chr2R	4786971	4787121	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_2125			
Merged-chr3R-7453607-1	chr3R	7453532	7453682	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6203			
Merged-chr4-903087-1	chr4	903012	903162	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7859			
Merged-chr3R-8219128-1	chr3R	8219053	8219203	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6252			
Merged-chr3R-1062104-1	chr3R	1062029	1062179	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_5660b			
Merged-chr2R-5999230-1	chr2R	5999155	5999305	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_2245			
Merged-chr2R-6187690-1	chr2R	6187615	6187765	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_2256			
Merged-chr2R-6444670-1	chr2R	6444595	6444745	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_2278			
Merged-chr3R-9261799-1	chr3R	9261724	9261874	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6321			
Merged-chr3R-9623269-1	chr3R	9623194	9623344	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6343			
Merged-chrU-3435597-1	chrU	3435522	3435672	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_7953			
Merged-chr3L-4812149-1	chr3L	4812074	4812224	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3958			
Merged-chr3L-5597806-1	chr3L	5597731	5597881	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3988			
Merged-chr3R-10562809-1	chr3R	10562734	10562884	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6429			
Merged-chr3R-10935846-1	chr3R	10935771	10935921	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6447			
Merged-chr3R-11055031-1	chr3R	11054956	11055106	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6458			
Merged-chr3R-11179087-1	chr3R	11179012	11179162	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6477			
Merged-chrX-18691475-1	chrX	18691400	18691550	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_9271b			
Merged-chr2R-16173322-1	chr2R	16173247	16173397	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_3121b			
Merged-chr2R-8047805-1	chr2R	8047730	8047880	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_2436			
Merged-chr2L-2386080-1	chr2L	2386005	2386155	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_157			
Merged-chr3R-11862124-1	chr3R	11862049	11862199	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6520			
Merged-chr3R-11895101-1	chr3R	11895026	11895176	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6521			
Merged-chr3R-12428559-1	chr3R	12428484	12428634	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6586			
Merged-chr3R-12528821-1	chr3R	12528746	12528896	+	0.000000	Elba1_ChIPnexus_sumit_q10.bed	1	Elba1_ChIPnexus_peak_6597			
