#name (cmd = mergePeaks -d given Elba1_ChIPnexus_sumit_q10.bed Elba2_ChIPnexus_sumit_q5.bed Elba3_ChIPnexus_sumit_q10.bed Insv_ChIPnexus_sumit_q10.bed -venn chipseq_given_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	Elba1_ChIPnexus_sumit_q10.bed	Elba2_ChIPnexus_sumit_q5.bed	Elba3_ChIPnexus_sumit_q10.bed	Insv_ChIPnexus_sumit_q10.bed
Merged-chr2R-6560748-1	chr2R	6560748	6560748	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3462
Merged-chr2R-6561573-1	chr2R	6561573	6561573	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3463
Merged-chr2R-6561945-1	chr2R	6561945	6561945	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3464
Merged-chr2R-6615616-1	chr2R	6615616	6615616	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3466
Merged-chr2R-6627397-1	chr2R	6627397	6627397	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3468
Merged-chr3R-7774812-1	chr3R	7774812	7774812	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9683a
Merged-chr3L-21578015-1	chr3L	21578015	21578015	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8321b
Merged-chr2R-6669587-1	chr2R	6669587	6669587	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3473
Merged-chr3L-21596215-1	chr3L	21596215	21596215	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8323b
Merged-chr2R-6740361-1	chr2R	6740361	6740361	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3491
Merged-chr2R-6746373-1	chr2R	6746373	6746373	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3494
Merged-chr3L-14408978-1	chr3L	14408978	14408978	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7282b
Merged-chr3L-22933487-1	chr3L	22933487	22933487	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8484a
Merged-chr3L-22933551-1	chr3L	22933551	22933551	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8484b
Merged-chr3R-6579597-1	chr3R	6579597	6579597	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9528a
Merged-chr3R-6579638-1	chr3R	6579638	6579638	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9528b
Merged-chr3L-3060268-1	chr3L	3060268	3060268	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5935e
Merged-chr2R-15518198-1	chr2R	15518198	15518198	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4734b
Merged-chrX-4573063-1	chrX	4573063	4573063	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12906
Merged-chr2R-15520535-1	chr2R	15520535	15520535	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4735a
Merged-chr2R-15520809-1	chr2R	15520809	15520809	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4735c
Merged-chr3L-3070781-1	chr3L	3070781	3070781	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5937b
Merged-chr3R-17232785-1	chr3R	17232785	17232785	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10860c
Merged-chrX-4583103-1	chrX	4583103	4583103	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12912
Merged-chr3R-20702354-1	chr3R	20702354	20702354	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11310
Merged-chr3R-20702722-1	chr3R	20702722	20702722	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11311
Merged-chr3R-20748198-1	chr3R	20748198	20748198	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11314
Merged-chr3L-14441661-1	chr3L	14441661	14441661	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7288b
Merged-chr3R-20764000-1	chr3R	20764000	20764000	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11317
Merged-chr3R-26676354-1	chr3R	26676354	26676354	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11903a
Merged-chr3R-26676433-1	chr3R	26676433	26676433	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11903b
Merged-chr3R-20804197-1	chr3R	20804197	20804197	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11322
Merged-chr3R-20870866-1	chr3R	20870866	20870866	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11331
Merged-chr3R-20881905-1	chr3R	20881905	20881905	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11336
Merged-chr2R-16989211-1	chr2R	16989211	16989211	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4899b
Merged-chr2R-16989388-1	chr2R	16989388	16989388	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4899c
Merged-chr3R-20930288-1	chr3R	20930288	20930288	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11344
Merged-chrX-16542279-1	chrX	16542279	16542279	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14292a
Merged-chrX-16542588-1	chrX	16542588	16542588	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14292b
Merged-chrX-16542663-1	chrX	16542663	16542663	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14292c
Merged-chr3RHet-871743-1	chr3RHet	871743	871743	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12054a
Merged-chrX-7600283-1	chrX	7600283	7600283	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13256c
Merged-chr3R-17260025-1	chr3R	17260025	17260025	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10865b
Merged-chrX-5411171-1	chrX	5411171	5411171	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12960
Merged-chrX-7602609-1	chrX	7602609	7602609	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13257b
Merged-chrX-5434740-1	chrX	5434740	5434740	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12967
Merged-chrX-5442496-1	chrX	5442496	5442496	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12969
Merged-chr3R-21071338-1	chr3R	21071338	21071338	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11368
Merged-chrX-5446709-1	chrX	5446709	5446709	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12972
Merged-chr3R-21088233-1	chr3R	21088233	21088233	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11376
Merged-chrX-7605055-1	chrX	7605055	7605055	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13259b
Merged-chrX-5565805-1	chrX	5565805	5565805	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12989
Merged-chr3R-21221665-1	chr3R	21221665	21221665	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11386
Merged-chr3R-21228331-1	chr3R	21228331	21228331	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11387
Merged-chrX-16549359-1	chrX	16549359	16549359	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14296a
Merged-chr3R-17272034-1	chr3R	17272034	17272034	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10868a
Merged-chr3R-17272250-1	chr3R	17272250	17272250	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10868b
Merged-chrX-16549763-1	chrX	16549763	16549763	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14296c
Merged-chrX-16549845-1	chrX	16549845	16549845	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14296d
Merged-chrX-16549977-1	chrX	16549977	16549977	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14296e
Merged-chr3R-16078521-1	chr3R	16078521	16078521	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10708b
Merged-chr3R-16078973-1	chr3R	16078973	16078973	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10709b
Merged-chr3L-131229-1	chr3L	131229	131229	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5530d
Merged-chr3L-131341-1	chr3L	131341	131341	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5530e
Merged-chr3L-131435-1	chr3L	131435	131435	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5530f
Merged-chr3L-131851-1	chr3L	131851	131851	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5530g
Merged-chr3L-19056285-1	chr3L	19056285	19056285	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7935a
Merged-chr3R-4882894-1	chr3R	4882894	4882894	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9285a
Merged-chr3R-4882976-1	chr3R	4882976	4882976	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9285b
Merged-chr2R-19597329-1	chr2R	19597329	19597329	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5200a	
Merged-chr2R-19597393-1	chr2R	19597393	19597393	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5200b	
Merged-chr2L-22399135-1	chr2L	22399135	22399135	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2681	
Merged-chr2L-8609038-1	chr2L	8609038	8609038	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1087	
Merged-chrX-5216631-1	chrX	5216631	5216631	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12815a	
Merged-chr2L-22595122-1	chr2L	22595122	22595122	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2691	
Merged-chr2L-22598052-1	chr2L	22598052	22598052	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2693	
Merged-chr2L-22653753-1	chr2L	22653753	22653753	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2696	
Merged-chr2L-22679579-1	chr2L	22679579	22679579	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2697	
Merged-chr2L-8683412-1	chr2L	8683412	8683412	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1095	
Merged-chr3R-14222675-1	chr3R	14222675	14222675	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10412a	
Merged-chr3R-26426540-1	chr3R	26426540	26426540	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11775b	
Merged-chr3R-25283787-1	chr3R	25283787	25283787	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11615b	
Merged-chr3R-25283905-1	chr3R	25283905	25283905	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11615c	
Merged-chrX-16191137-1	chrX	16191137	16191137	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14008b	
Merged-chrX-6714860-1	chrX	6714860	6714860	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12979a	
Merged-chrX-6714924-1	chrX	6714924	6714924	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12979b	
Merged-chr3R-14229020-1	chr3R	14229020	14229020	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10415b	
Merged-chr2R-19634035-1	chr2R	19634035	19634035	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5205b	
Merged-chr2R-19634123-1	chr2R	19634123	19634123	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5205c	
Merged-chr2R-19634397-1	chr2R	19634397	19634397	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5205e	
Merged-chr3L-9065540-1	chr3L	9065540	9065540	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6568b	
Merged-chr3R-16078901-1	chr3R	16078901	16078901	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10578a	
Merged-chr3R-16078976-1	chr3R	16078976	16078976	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10578b	
Merged-chr3R-16079113-1	chr3R	16079113	16079113	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10578c	
Merged-chr2R-1613677-1	chr2R	1613677	1613677	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2816b	
Merged-chr2R-2760356-1	chr2R	2760356	2760356	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2977b	
Merged-chr2R-2760565-1	chr2R	2760565	2760565	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2977c	
Merged-chr3R-16079594-1	chr3R	16079594	16079594	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10579b	
Merged-chr3R-16079847-1	chr3R	16079847	16079847	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10579c	
Merged-chr3R-14371137-1	chr3R	14371137	14371137	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10419a	
Merged-chr3R-14371206-1	chr3R	14371206	14371206	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10419b	
Merged-chr2L-12586798-1	chr2L	12586798	12586798	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1617a	
Merged-chr2L-12586956-1	chr2L	12586956	12586956	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1617b	
Merged-chr3R-4134416-1	chr3R	4134416	4134416	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9104	
Merged-chr3R-4170142-1	chr3R	4170142	4170142	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9112	
Merged-chr3R-4183602-1	chr3R	4183602	4183602	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9117	
Merged-chr3R-4289791-1	chr3R	4289791	4289791	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9119	
Merged-chr3R-4384034-1	chr3R	4384034	4384034	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9125	
Merged-chr3R-4417176-1	chr3R	4417176	4417176	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9129	
Merged-chr3R-4511964-1	chr3R	4511964	4511964	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9146	
Merged-chr3R-4552595-1	chr3R	4552595	4552595	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9151	
Merged-chr3R-325254-1	chr3R	325254	325254	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8560a	
Merged-chr3R-4635441-1	chr3R	4635441	4635441	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9163	
Merged-chr3R-4677378-1	chr3R	4677378	4677378	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9174	
Merged-chrX-12490084-1	chrX	12490084	12490084	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13612a	
Merged-chr3R-4757574-1	chr3R	4757574	4757574	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9181	
Merged-chr3R-4807168-1	chr3R	4807168	4807168	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9188	
Merged-chrX-12495265-1	chrX	12495265	12495265	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13613a	
Merged-chrX-12495316-1	chrX	12495316	12495316	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13613b	
Merged-chrX-12495706-1	chrX	12495706	12495706	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13613e	
Merged-chr3L-24116820-1	chr3L	24116820	24116820	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8403b	
Merged-chr3R-4834151-1	chr3R	4834151	4834151	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9196	
Merged-chr3L-3618990-1	chr3L	3618990	3618990	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6000b	
Merged-chr3L-14453855-1	chr3L	14453855	14453855	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7202a	
Merged-chr3L-14453918-1	chr3L	14453918	14453918	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7202b	
Merged-chr3L-14453985-1	chr3L	14453985	14453985	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7202c	
Merged-chr2R-17522210-1	chr2R	17522210	17522210	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4971a	
Merged-chr2R-16469770-1	chr2R	16469770	16469770	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4811c	
Merged-chrX-13997281-1	chrX	13997281	13997281	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13776b	
Merged-chr3L-5181015-1	chr3L	5181015	5181015	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6162a	
Merged-chr3L-15517241-1	chr3L	15517241	15517241	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7364a	
Merged-chr3R-7836547-1	chr3R	7836547	7836547	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9608a	
Merged-chr2R-16474738-1	chr2R	16474738	16474738	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4813b	
Merged-chr3L-3626105-1	chr3L	3626105	3626105	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6003a	
Merged-chr3L-3626285-1	chr3L	3626285	3626285	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6003b	
Merged-chr3L-3626390-1	chr3L	3626390	3626390	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6003c	
Merged-chr3R-417529-1	chr3R	417529	417529	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8568b	
Merged-chrX-1028158-1	chrX	1028158	1028158	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12416a	
Merged-chr2R-17533147-1	chr2R	17533147	17533147	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4975a	
Merged-chrX-13190679-1	chrX	13190679	13190679	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13700	
Merged-chrX-13224677-1	chrX	13224677	13224677	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13702	
Merged-chr3R-22692698-1	chr3R	22692698	22692698	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11375b	
Merged-chr2L-20164561-1	chr2L	20164561	20164561	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2411b	
Merged-chr4-871053-1	chr4	871053	871053	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12103	
Merged-chr4-871836-1	chr4	871836	871836	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12104	
Merged-chr2R-17533711-1	chr2R	17533711	17533711	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4976a	
Merged-chr4-943574-1	chr4	943574	943574	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12115	
Merged-chr2R-17534266-1	chr2R	17534266	17534266	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4977b	
Merged-chr3R-22693639-1	chr3R	22693639	22693639	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11377b	
Merged-chr4-978975-1	chr4	978975	978975	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12125	
Merged-chr2L-10506458-1	chr2L	10506458	10506458	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1372a	
Merged-chr2L-10506721-1	chr2L	10506721	10506721	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1372b	
Merged-chrX-13520016-1	chrX	13520016	13520016	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13736	
Merged-chrX-13534662-1	chrX	13534662	13534662	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13739	
Merged-chr2R-7527891-1	chr2R	7527891	7527891	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_3616c	
Merged-chr2R-7528028-1	chr2R	7528028	7528028	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_3616d	
Merged-chr4-999298-1	chr4	999298	999298	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12130	
Merged-chrX-13609591-1	chrX	13609591	13609591	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13742	
Merged-chrX-13615998-1	chrX	13615998	13615998	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13744	
Merged-chrX-13630313-1	chrX	13630313	13630313	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13746	
Merged-chrX-13638636-1	chrX	13638636	13638636	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13749	
Merged-chr2R-7528451-1	chr2R	7528451	7528451	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_3617b	
Merged-chr3L-5353336-1	chr3L	5353336	5353336	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6169a	
Merged-chr3L-5353689-1	chr3L	5353689	5353689	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6169b	
Merged-chr4-1044829-1	chr4	1044829	1044829	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12140	
Merged-chr3L-5353920-1	chr3L	5353920	5353920	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6169c	
Merged-chr4-1052544-1	chr4	1052544	1052544	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12144	
Merged-chr4-1084203-1	chr4	1084203	1084203	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12146	
Merged-chrX-13642956-1	chrX	13642956	13642956	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13751	
Merged-chr3R-12556678-1	chr3R	12556678	12556678	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10178b	
Merged-chr4-1141972-1	chr4	1141972	1141972	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12155	
Merged-chr4-1201677-1	chr4	1201677	1201677	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12161	
Merged-chr4-1231293-1	chr4	1231293	1231293	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12168	
Merged-chrX-13889526-1	chrX	13889526	13889526	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13770	
