#name (cmd = mergePeaks -d 50 Elba1_ChIPnexus_sumit_q10.bed Elba2_ChIPnexus_sumit_q5.bed Elba3_ChIPnexus_sumit_q10.bed Insv_ChIPnexus_sumit_q10.bed -venn chipseq_50_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	Elba1_ChIPnexus_sumit_q10.bed	Elba2_ChIPnexus_sumit_q5.bed	Elba3_ChIPnexus_sumit_q10.bed	Insv_ChIPnexus_sumit_q10.bed
Merged-chr2L-15105678-1	chr2L	15105653	15105703	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1840	
Merged-chr2L-15362559-1	chr2L	15362534	15362584	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1871	
Merged-chrX-15753399-1	chrX	15753374	15753424	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13939b	
Merged-chr2L-13296904-1	chr2L	13296879	13296929	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1692a	
Merged-chr2R-2101502-1	chr2R	2101477	2101527	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2894b	
Merged-chr2R-482632-1	chr2R	482607	482657	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2734a	
Merged-chr3R-24671034-1	chr3R	24671009	24671059	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11538c	
Merged-chr3L-7128347-1	chr3L	7128322	7128372	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6329b	
Merged-chr2L-44900-1	chr2L	44875	44925	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6	
Merged-chr2R-18932492-1	chr2R	18932467	18932517	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5128d	
Merged-chr2R-558955-1	chr2R	558930	558980	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2739b	
Merged-chr3R-10511964-1	chr3R	10511939	10511989	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9909	
Merged-chr3R-10573561-1	chr3R	10573536	10573586	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9925	
Merged-chr3R-10623968-1	chr3R	10623943	10623993	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9931	
Merged-chr3L-23014413-1	chr3L	23014388	23014438	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8348	
Merged-chr3R-11018930-1	chr3R	11018905	11018955	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9956	
Merged-chr3L-23090556-1	chr3L	23090531	23090581	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8358	
Merged-chr3R-11039407-1	chr3R	11039382	11039432	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9964	
Merged-chr3L-23211014-1	chr3L	23210989	23211039	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8364	
Merged-chr3L-23347755-1	chr3L	23347730	23347780	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8376	
Merged-chr3L-23585446-1	chr3L	23585421	23585471	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8387	
Merged-chr3L-23716722-1	chr3L	23716697	23716747	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8392	
Merged-chr2R-15698511-1	chr2R	15698486	15698536	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4732c	
Merged-chr2R-15714040-1	chr2R	15714015	15714065	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4733c	
Merged-chr3L-13995235-1	chr3L	13995210	13995260	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7125a	
Merged-chr3L-13995985-1	chr3L	13995960	13996010	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7125f	
Merged-chr3R-7383531-1	chr3R	7383506	7383556	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9529a	
Merged-chr2R-17029434-1	chr2R	17029409	17029459	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4894b	
Merged-chrX-6131881-1	chrX	6131856	6131906	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12901	
Merged-chrX-13182053-1	chrX	13182028	13182078	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13699b	
Merged-chr3R-21512634-1	chr3R	21512609	21512659	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11296a	
Merged-chrX-6193061-1	chrX	6193036	6193086	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12917	
Merged-chr2L-6179178-1	chr2L	6179153	6179203	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_718	
Merged-chrX-6484959-1	chrX	6484934	6484984	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12939	
Merged-chr2L-21040906-1	chr2L	21040881	21040931	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2495b	
Merged-chrX-6555775-1	chrX	6555750	6555800	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12947	
Merged-chr3R-22543371-1	chr3R	22543346	22543396	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11359	
Merged-chr2L-6448546-1	chr2L	6448521	6448571	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_743	
Merged-chrX-6621414-1	chrX	6621389	6621439	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12966	
Merged-chr3R-22543636-1	chr3R	22543611	22543661	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11360	
Merged-chr2L-6479869-1	chr2L	6479844	6479894	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_750	
Merged-chr2L-6498683-1	chr2L	6498658	6498708	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_757	
Merged-chr3R-22701409-1	chr3R	22701384	22701434	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11379	
Merged-chr2L-6611024-1	chr2L	6610999	6611049	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_766	
Merged-chr2L-6673895-1	chr2L	6673870	6673920	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_779	
Merged-chr2L-5100137-1	chr2L	5100112	5100162	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_591a	
Merged-chr2L-6755470-1	chr2L	6755445	6755495	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_794	
Merged-chr2L-6808928-1	chr2L	6808903	6808953	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_798	
Merged-chr2R-12403162-1	chr2R	12403137	12403187	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4321	
Merged-chr3L-3148618-1	chr3L	3148593	3148643	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5930	
Merged-chr3L-3170039-1	chr3L	3170014	3170064	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5937	
Merged-chr3L-3178940-1	chr3L	3178915	3178965	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5938	
Merged-chr2R-12501619-1	chr2R	12501594	12501644	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4341	
Merged-chr2R-12522676-1	chr2R	12522651	12522701	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4342	
Merged-chr2R-12671225-1	chr2R	12671200	12671250	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4351	
Merged-chr3L-10654066-1	chr3L	10654041	10654091	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6731a	
Merged-chr3R-4303599-1	chr3R	4303574	4303624	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9123b	
Merged-chr3L-3597500-1	chr3L	3597475	3597525	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5997	
Merged-chr2R-13689722-1	chr2R	13689697	13689747	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4492b	
Merged-chr3R-4389810-1	chr3R	4389785	4389835	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9128b	
Merged-chrX-7955643-1	chrX	7955618	7955668	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13137b	
Merged-chr2L-16280106-1	chr2L	16280081	16280131	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1943a	
Merged-chr2R-13704176-1	chr2R	13704151	13704201	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4498b	
Merged-chr2L-16180221-1	chr2L	16180196	16180246	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1927	
Merged-chr3L-8434958-1	chr3L	8434933	8434983	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6491a	
Merged-chrX-15769845-1	chrX	15769820	15769870	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13946b	
Merged-chr3R-2674430-1	chr3R	2674405	2674455	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8897a	
Merged-chr2L-16492410-1	chr2L	16492385	16492435	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1992	
Merged-chr2R-20232493-1	chr2R	20232468	20232518	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5299a	
Merged-chr2L-12095929-1	chr2L	12095904	12095954	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1549a	
Merged-chr2L-12095997-1	chr2L	12095972	12096022	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1549b	
Merged-chr3LHet-1053381-1	chr3LHet	1053356	1053406	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8448	
Merged-chr3LHet-1751490-1	chr3LHet	1751465	1751515	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8467	
Merged-chr3L-14021719-1	chr3L	14021694	14021744	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7130b	
Merged-chr3LHet-2243620-1	chr3LHet	2243595	2243645	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8483	
Merged-chr3L-3198585-1	chr3L	3198560	3198610	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5943a	
Merged-chr3R-129-1	chr3R	104	154	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8496b	
Merged-chr3R-20455876-1	chr3R	20455851	20455901	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11144b	
Merged-chr3R-20456158-1	chr3R	20456133	20456183	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11144c	
Merged-chr2L-6852353-1	chr2L	6852328	6852378	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_805	
Merged-chr3R-23050741-1	chr3R	23050716	23050766	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11422	
Merged-chr2L-436825-1	chr2L	436800	436850	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_80b	
Merged-chr2L-6956952-1	chr2L	6956927	6956977	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_821	
Merged-chr3R-23404696-1	chr3R	23404671	23404721	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11452	
Merged-chr3R-23526097-1	chr3R	23526072	23526122	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11469	
Merged-chr3R-23532811-1	chr3R	23532786	23532836	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11472	
Merged-chr3R-23775205-1	chr3R	23775180	23775230	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11487	
Merged-chr2L-466764-1	chr2L	466739	466789	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_87a	
Merged-chr2L-466944-1	chr2L	466919	466969	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_87b	
Merged-chr2R-13344306-1	chr2R	13344281	13344331	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4416	
Merged-chr2R-13405718-1	chr2R	13405693	13405743	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4430	
Merged-chr2R-13423086-1	chr2R	13423061	13423111	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4433	
Merged-chr2R-13586636-1	chr2R	13586611	13586661	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4466	
Merged-chr2L-4028866-1	chr2L	4028841	4028891	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_446a	
Merged-chrX-7994984-1	chrX	7994959	7995009	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13143b	
Merged-chrX-19247265-1	chrX	19247240	19247290	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14346b	
Merged-chr2R-12527849-1	chr2R	12527824	12527874	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4344b	
Merged-chr3L-16641088-1	chr3L	16641063	16641113	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7542b	
Merged-chr2R-9840920-1	chr2R	9840895	9840945	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_3952b	
Merged-chr3R-1448838-1	chr3R	1448813	1448863	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8749a	
Merged-chr2L-12096697-1	chr2L	12096672	12096722	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1550b	
Merged-chr2R-676139-1	chr2R	676114	676164	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2752c	
Merged-chr2L-12103718-1	chr2L	12103693	12103743	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1553a	
Merged-chr2R-864214-1	chr2R	864189	864239	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2759b	
Merged-chr2R-864336-1	chr2R	864311	864361	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2759c	
Merged-chr3R-23251-1	chr3R	23226	23276	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8504	
Merged-chr3R-58775-1	chr3R	58750	58800	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8511	
Merged-chr3R-146788-1	chr3R	146763	146813	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8516	
Merged-chr3R-160445-1	chr3R	160420	160470	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8520	
Merged-chr3R-212817-1	chr3R	212792	212842	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8528	
Merged-chr3R-213444-1	chr3R	213419	213469	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8529	
Merged-chr3R-223620-1	chr3R	223595	223645	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8531	
Merged-chr3R-239695-1	chr3R	239670	239720	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8537	
Merged-chr3R-298598-1	chr3R	298573	298623	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8555	
Merged-chr3R-310761-1	chr3R	310736	310786	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8558	
Merged-chr3R-574779-1	chr3R	574754	574804	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8591	
Merged-chr3R-575587-1	chr3R	575562	575612	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8592	
Merged-chr3R-575889-1	chr3R	575864	575914	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8593	
Merged-chr3L-14069709-1	chr3L	14069684	14069734	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7144a	
Merged-chr3R-24166065-1	chr3R	24166040	24166090	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11505	
Merged-chr3R-24521924-1	chr3R	24521899	24521949	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11524	
Merged-chr2L-479154-1	chr2L	479129	479179	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_90b	
Merged-chr2L-479247-1	chr2L	479222	479272	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_90c	
Merged-chr2L-7633242-1	chr2L	7633217	7633267	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_926	
Merged-chr3R-24684907-1	chr3R	24684882	24684932	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11543	
Merged-chr3R-24845383-1	chr3R	24845358	24845408	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11556	
Merged-chr2L-7984254-1	chr2L	7984229	7984279	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_956	
Merged-chr2L-9417679-1	chr2L	9417654	9417704	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1156a	
Merged-chr3R-24938486-1	chr3R	24938461	24938511	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11579	
Merged-chr2L-8003233-1	chr2L	8003208	8003258	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_964	
Merged-chr2L-4034553-1	chr2L	4034528	4034578	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_450b	
Merged-chr2R-13753397-1	chr2R	13753372	13753422	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4511	
Merged-chr2R-14067444-1	chr2R	14067419	14067469	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4543	
Merged-chr2R-14120312-1	chr2R	14120287	14120337	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4546	
Merged-chr2R-14200205-1	chr2R	14200180	14200230	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4553	
Merged-chr2R-14324052-1	chr2R	14324027	14324077	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4563	
Merged-chr2R-14342299-1	chr2R	14342274	14342324	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4570	
Merged-chr3R-17431355-1	chr3R	17431330	17431380	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10763d	
Merged-chr3R-17431572-1	chr3R	17431547	17431597	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10763f	
Merged-chr3R-26885411-1	chr3R	26885386	26885436	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11806a	
Merged-chr2L-16325996-1	chr2L	16325971	16326021	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1962b	
Merged-chr2R-4062098-1	chr2R	4062073	4062123	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_3156d	
Merged-chr3L-7328306-1	chr3L	7328281	7328331	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6350b	
Merged-chr3L-16723879-1	chr3L	16723854	16723904	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7554a	
Merged-chr3R-12682995-1	chr3R	12682970	12683020	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10203b	
Merged-chr2L-21778352-1	chr2L	21778327	21778377	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2603a	
Merged-chrX-16244333-1	chrX	16244308	16244358	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14021	
Merged-chrX-16457579-1	chrX	16457554	16457604	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14048	
Merged-chr3R-13996207-1	chr3R	13996182	13996232	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10368b	
Merged-chr2R-19264543-1	chr2R	19264518	19264568	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5159c	
Merged-chrX-16535037-1	chrX	16535012	16535062	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14064	
Merged-chrX-16540983-1	chrX	16540958	16541008	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14066	
Merged-chr2L-10859099-1	chr2L	10859074	10859124	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1406d	
Merged-chrX-16617838-1	chrX	16617813	16617863	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14075	
Merged-chr3R-637800-1	chr3R	637775	637825	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8607	
Merged-chr3L-12787853-1	chr3L	12787828	12787878	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7007	
Merged-chr2L-10967514-1	chr2L	10967489	10967539	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1408b	
Merged-chrX-16793168-1	chrX	16793143	16793193	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14095	
Merged-chr3R-889807-1	chr3R	889782	889832	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8648	
Merged-chr3L-13042721-1	chr3L	13042696	13042746	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7042	
Merged-chr3L-13368142-1	chr3L	13368117	13368167	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7066	
Merged-chr3L-13401513-1	chr3L	13401488	13401538	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7071	
Merged-chrX-510995-1	chrX	510970	511020	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12360a	
Merged-chrX-511079-1	chrX	511054	511104	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12360b	
Merged-chr3R-1079167-1	chr3R	1079142	1079192	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8683	
Merged-chr3L-13506490-1	chr3L	13506465	13506515	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7089	
Merged-chrX-513695-1	chrX	513670	513720	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12362a	
Merged-chrX-10625333-1	chrX	10625308	10625358	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13405b	
Merged-chr2R-7176942-1	chr2R	7176917	7176967	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_3561c	
Merged-chr3L-3336908-1	chr3L	3336883	3336933	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5965b	
Merged-chr3R-11182902-1	chr3R	11182877	11182927	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10002	
Merged-chr3R-11197578-1	chr3R	11197553	11197603	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10006	
