#name (cmd = mergePeaks -d given wtInsv__insvInsv wtElba3__elba3Elba3 wtElba2__elba2Elba2 wtElba1__elba1Elba1 -venn merge_major_given_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	wtInsv__insvInsv	wtElba3__elba3Elba3	wtElba2__elba2Elba2	wtElba1__elba1Elba1
Merged-chr3R-18353635-1	chr3R	18353437	18353834	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5464		
Merged-chr3R-18373554-1	chr3R	18373281	18373828	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5466		
Merged-chr3R-18406618-1	chr3R	18406321	18406915	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5467		
Merged-chr3R-18408866-1	chr3R	18408750	18408982	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5468		
Merged-chr3R-18410408-1	chr3R	18410250	18410567	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5469		
Merged-chr3R-18464937-1	chr3R	18464831	18465044	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5471		
Merged-chr3R-18493725-1	chr3R	18493614	18493837	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5474		
Merged-chr3R-18499746-1	chr3R	18499523	18499970	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5476		
Merged-chr3R-18516630-1	chr3R	18516301	18516959	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5477		
Merged-chr3R-18551919-1	chr3R	18551711	18552127	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5480		
Merged-chr3R-18566737-1	chr3R	18566508	18566967	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5483		
Merged-chr3R-18607356-1	chr3R	18607248	18607465	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5485		
Merged-chr3R-18943618-1	chr3R	18943433	18943803	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5490		
Merged-chr3R-18944322-1	chr3R	18944205	18944439	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5491		
Merged-chr3R-18952065-1	chr3R	18951841	18952289	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5492		
Merged-chr3R-18953728-1	chr3R	18953606	18953851	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5493		
Merged-chr3R-19026897-1	chr3R	19026788	19027007	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5497		
Merged-chr3R-19076904-1	chr3R	19076799	19077010	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5498		
Merged-chr3R-21506494-3	chr3R	21506159	21506830	+	0	wtElba3__elba3Elba3	3		diff__wtElba3_q20__elba3Elba3_q20_peak_5702a,diff__wtElba3_q20__elba3Elba3_q20_peak_5702b,diff__wtElba3_q20__elba3Elba3_q20_peak_5702c		
Merged-chr2R-2498597-1	chr2R	2498486	2498709	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1400		
Merged-chr2R-2514856-1	chr2R	2514642	2515071	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1403		
Merged-chr2R-2523545-1	chr2R	2523355	2523735	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1406		
Merged-chr2R-2543757-1	chr2R	2543641	2543874	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1407		
Merged-chr3L-8442873-2	chr3L	8442235	8443512	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_3301a,diff__wtElba3_q20__elba3Elba3_q20_peak_3301b		
Merged-chr2R-2560688-1	chr2R	2560566	2560811	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1410		
Merged-chr2R-2561115-1	chr2R	2560868	2561363	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1411		
Merged-chr2R-2697914-1	chr2R	2697801	2698027	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1420		
Merged-chr2R-2701584-1	chr2R	2701348	2701820	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1422		
Merged-chr2R-13478111-3	chr2R	13477748	13478474	+	0	wtElba3__elba3Elba3	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2261a,diff__wtElba3_q20__elba3Elba3_q20_peak_2261b,diff__wtElba3_q20__elba3Elba3_q20_peak_2261c		
Merged-chr2R-11570616-2	chr2R	11570179	11571053	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_2101a,diff__wtElba3_q20__elba3Elba3_q20_peak_2101b		
Merged-chr3R-21706921-2	chr3R	21706520	21707323	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_5707a,diff__wtElba3_q20__elba3Elba3_q20_peak_5707b		
Merged-chr2R-3269422-1	chr2R	3269213	3269631	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1439		
Merged-chr3L-8499976-2	chr3L	8499457	8500495	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_3304a,diff__wtElba3_q20__elba3Elba3_q20_peak_3304b		
Merged-chr2R-3274459-1	chr2R	3274302	3274617	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1440		
Merged-chr2R-3306089-1	chr2R	3305922	3306256	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1444		
Merged-chr2R-3306892-1	chr2R	3306779	3307006	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1445		
Merged-chr2R-3328198-1	chr2R	3328089	3328307	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1446		
Merged-chr2R-3333164-1	chr2R	3333058	3333271	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1447		
Merged-chr2R-3335179-1	chr2R	3334927	3335431	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1448		
Merged-chr3R-5419392-1	chr3R	5419160	5419624	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4667b		
Merged-chr2R-3351630-1	chr2R	3351485	3351776	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1450		
Merged-chr2R-3358827-1	chr2R	3358646	3359009	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1453		
Merged-chr2R-3379770-1	chr2R	3379532	3380009	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1458		
Merged-chr2R-3383777-1	chr2R	3383632	3383923	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1459		
Merged-chr3L-8507786-1	chr3L	8507455	8508118	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_3306b		
Merged-chr2R-3387915-1	chr2R	3387717	3388113	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1461		
Merged-chr2R-3390574-1	chr2R	3390420	3390728	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1462		
Merged-chr2R-3400156-1	chr2R	3399997	3400315	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1463		
Merged-chr2R-3418525-1	chr2R	3418238	3418812	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1466		
Merged-chr2R-3420750-1	chr2R	3420547	3420954	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1467		
Merged-chr2R-3453337-1	chr2R	3453146	3453529	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1470		
Merged-chr2R-3480430-1	chr2R	3480321	3480540	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1474		
Merged-chr2R-3521727-1	chr2R	3521542	3521912	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1475		
Merged-chr2R-3556541-1	chr2R	3556440	3556643	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1477		
Merged-chr2R-3561875-1	chr2R	3561629	3562121	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1478		
Merged-chr2R-3641219-1	chr2R	3641100	3641339	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1484		
Merged-chr2R-3803833-1	chr2R	3803705	3803961	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1489		
Merged-chr2R-3812359-1	chr2R	3812232	3812486	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1490		
Merged-chr2R-3818532-1	chr2R	3818343	3818721	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1491		
Merged-chr2R-3843165-1	chr2R	3843028	3843303	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1494		
Merged-chr2R-3849339-1	chr2R	3849103	3849576	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1496		
Merged-chr2R-3850119-1	chr2R	3849994	3850244	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1497		
Merged-chr2L-18484283-2	chr2L	18483936	18484630	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_1068a,diff__wtElba3_q20__elba3Elba3_q20_peak_1068b		
Merged-chr3R-280-1	chr3R	1	560	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_4260a		
Merged-chr2R-8418246-1	chr2R	8417852	8418641	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1870a		
Merged-chr2R-8457147-2	chr2R	8456800	8457494	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_1874a,diff__wtElba3_q20__elba3Elba3_q20_peak_1874b		
Merged-chr3L-1947698-3	chr3L	1947326	1948070	+	0	wtElba3__elba3Elba3	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2917a,diff__wtElba3_q20__elba3Elba3_q20_peak_2917b,diff__wtElba3_q20__elba3Elba3_q20_peak_2917c		
Merged-chr2L-10331701-1	chr2L	10331485	10331917	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_700		
Merged-chr2L-10341742-1	chr2L	10341590	10341894	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_704		
Merged-chr2L-10356178-1	chr2L	10356046	10356311	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_707		
Merged-chr2L-10357035-1	chr2L	10356646	10357425	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_708		
Merged-chr2L-10366750-1	chr2L	10366548	10366953	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_712		
Merged-chr2L-10375709-1	chr2L	10375551	10375867	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_713		
Merged-chr2L-10380104-1	chr2L	10379908	10380301	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_714		
Merged-chr2L-10384951-1	chr2L	10384841	10385062	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_715		
Merged-chr2L-10396981-1	chr2L	10396769	10397194	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_717		
Merged-chr2L-10408441-1	chr2L	10408341	10408542	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_721		
Merged-chr2L-10428879-1	chr2L	10428703	10429055	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_726		
Merged-chr2L-10436122-1	chr2L	10436007	10436238	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_728		
Merged-chr2L-10439538-1	chr2L	10439290	10439787	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_729		
Merged-chr2L-10480029-1	chr2L	10479914	10480145	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_731		
Merged-chr2L-10517409-1	chr2L	10517197	10517622	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_735		
Merged-chr2L-10735943-1	chr2L	10735629	10736257	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_741		
Merged-chr2L-10737407-1	chr2L	10737291	10737524	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_742		
Merged-chr2L-10767943-1	chr2L	10767729	10768158	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_744		
Merged-chr2L-10856490-1	chr2L	10856348	10856632	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_748		
Merged-chr2L-10989425-1	chr2L	10989169	10989682	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_757		
Merged-chr2L-11001314-1	chr2L	11001110	11001518	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_761		
Merged-chr2L-11001808-1	chr2L	11001701	11001916	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_762		
Merged-chr2L-11003118-1	chr2L	11003006	11003231	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_763		
Merged-chr2L-11004945-1	chr2L	11004812	11005079	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_765		
Merged-chr2L-11011348-1	chr2L	11011184	11011513	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_767		
Merged-chr2L-11120253-1	chr2L	11120088	11120419	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_771		
Merged-chr2L-11130792-1	chr2L	11130569	11131015	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_773		
Merged-chr2L-11214693-1	chr2L	11214587	11214799	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_776		
Merged-chr2L-11278103-1	chr2L	11277875	11278332	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_780		
Merged-chr2L-11280346-1	chr2L	11280156	11280537	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_781		
Merged-chr2L-11295476-1	chr2L	11295358	11295594	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_782		
Merged-chr2L-11504095-1	chr2L	11503995	11504195	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_790		
Merged-chr2L-11829393-1	chr2L	11829183	11829603	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_796		
Merged-chrX-2536999-1	chrX	2536550	2537449	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_6262a		
Merged-chr3R-19082283-1	chr3R	19082099	19082468	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5500		
Merged-chr3R-19083334-1	chr3R	19083230	19083439	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5501		
Merged-chr3R-19085273-1	chr3R	19085156	19085391	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5503		
Merged-chr3R-19141189-1	chr3R	19141088	19141290	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5511		
Merged-chr2L-8449528-2	chr2L	8449346	8449710	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_551a,diff__wtElba3_q20__elba3Elba3_q20_peak_551b		
Merged-chr3R-19520401-1	chr3R	19520269	19520533	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5521		
Merged-chr3R-19578595-1	chr3R	19578331	19578860	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5523		
Merged-chr3R-19588940-1	chr3R	19588800	19589081	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5526		
Merged-chr3R-19713197-1	chr3R	19713083	19713312	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5533		
Merged-chr3R-19747034-1	chr3R	19746880	19747189	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5537		
Merged-chr3R-19750246-1	chr3R	19750136	19750356	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5539		
Merged-chr3R-19759670-1	chr3R	19759547	19759793	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5541		
Merged-chr3R-19783975-1	chr3R	19783855	19784095	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5542		
Merged-chr3R-19812344-1	chr3R	19811970	19812718	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5544		
Merged-chr2R-19864549-2	chr2R	19864209	19864890	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_2673a,diff__wtElba3_q20__elba3Elba3_q20_peak_2673b		
Merged-chr3R-19816859-1	chr3R	19816742	19816976	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5545		
Merged-chr3R-19818709-1	chr3R	19818439	19818980	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5546		
Merged-chr3R-19823568-1	chr3R	19823461	19823676	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5548		
Merged-chr3R-19863265-1	chr3R	19863160	19863370	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5553		
Merged-chr3R-19864077-1	chr3R	19863969	19864185	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5554		
Merged-chr3R-19935268-1	chr3R	19935042	19935495	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5565		
Merged-chr3R-19938220-1	chr3R	19938117	19938323	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5566		
Merged-chr3R-19956018-1	chr3R	19955800	19956237	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5567		
Merged-chr3R-19989822-1	chr3R	19989545	19990099	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5576		
Merged-chr3R-19995212-1	chr3R	19995004	19995420	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5577		
Merged-chr3R-20012071-1	chr3R	20011906	20012237	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5578		
Merged-chr3R-20019123-1	chr3R	20018829	20019417	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5580		
Merged-chr3R-20023070-1	chr3R	20022951	20023189	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5582		
Merged-chr3R-20040644-1	chr3R	20040535	20040753	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5583		
Merged-chr3R-20045836-1	chr3R	20045652	20046020	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5584		
Merged-chr3R-20056319-1	chr3R	20056117	20056522	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5589		
Merged-chr3R-20079089-1	chr3R	20078895	20079284	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5595		
Merged-chr3R-20096855-1	chr3R	20096465	20097245	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_5599		
Merged-chrX-14141914-2	chrX	14141552	14142277	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_6913a,diff__wtElba3_q20__elba3Elba3_q20_peak_6913b		
Merged-chrX-16497566-2	chrX	16497208	16497925	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_7062b,diff__wtElba3_q20__elba3Elba3_q20_peak_7062c		
Merged-chrX-16501966-1	chrX	16501720	16502213	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_7063a		
Merged-chrX-16531128-2	chrX	16530690	16531566	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_7065b,diff__wtElba3_q20__elba3Elba3_q20_peak_7065c		
Merged-chr3R-3951954-3	chr3R	3951124	3952784	+	0	wtElba3__elba3Elba3	3		diff__wtElba3_q20__elba3Elba3_q20_peak_4514a,diff__wtElba3_q20__elba3Elba3_q20_peak_4514c,diff__wtElba3_q20__elba3Elba3_q20_peak_4514d		
Merged-chr2R-4009070-1	chr2R	4008967	4009174	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1520		
Merged-chr2R-4057809-1	chr2R	4057602	4058016	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1526		
Merged-chr2R-4119847-1	chr2R	4119617	4120078	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1531		
Merged-chr2R-4537105-1	chr2R	4536865	4537346	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1540		
Merged-chr2R-4561397-1	chr2R	4561284	4561510	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1545		
Merged-chr2R-4563943-1	chr2R	4563810	4564076	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1547		
Merged-chr2R-4611078-1	chr2R	4610814	4611342	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1548		
Merged-chr2R-4780600-1	chr2R	4780427	4780774	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1553		
Merged-chr2R-4794447-1	chr2R	4794237	4794657	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1557		
Merged-chr2R-4795212-1	chr2R	4794920	4795504	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1558		
Merged-chr2R-4801470-1	chr2R	4801333	4801608	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1559		
Merged-chr3R-5551059-2	chr3R	5550560	5551559	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_4678a,diff__wtElba3_q20__elba3Elba3_q20_peak_4678b		
Merged-chr3L-8627084-2	chr3L	8626723	8627446	+	0	wtElba3__elba3Elba3	2		diff__wtElba3_q20__elba3Elba3_q20_peak_3316a,diff__wtElba3_q20__elba3Elba3_q20_peak_3316b		
Merged-chr2R-4802263-1	chr2R	4801991	4802535	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1560		
Merged-chr2R-4810171-1	chr2R	4809800	4810543	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1561		
Merged-chr2R-4813158-1	chr2R	4813046	4813271	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1562		
Merged-chr2R-4827264-1	chr2R	4827072	4827456	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1563		
Merged-chr2R-4838538-1	chr2R	4838336	4838741	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1565		
Merged-chr2R-4873325-1	chr2R	4873171	4873479	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1570		
Merged-chr2R-4974233-1	chr2R	4974018	4974449	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1572		
Merged-chr2R-4975513-1	chr2R	4975379	4975647	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1573		
Merged-chr2R-4982808-1	chr2R	4982630	4982986	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1575		
Merged-chr2R-4998468-1	chr2R	4998340	4998597	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1578		
Merged-chr2R-5000558-1	chr2R	5000411	5000705	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1579		
Merged-chr2R-5001929-1	chr2R	5001828	5002030	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1581		
Merged-chr2R-5009575-1	chr2R	5009433	5009717	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1583		
Merged-chr2R-5019247-1	chr2R	5019057	5019437	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1584		
Merged-chr2R-5020122-1	chr2R	5019834	5020411	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1585		
Merged-chr2R-5027564-1	chr2R	5027353	5027775	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1591		
Merged-chr2R-5031978-1	chr2R	5031879	5032078	+	0	wtElba3__elba3Elba3	1		diff__wtElba3_q20__elba3Elba3_q20_peak_1593		
